BioID;FirstName;LastName;BirthDate;BirthCity;BirthCountry
dorsero01;Ronald;Dorsey;10/10/1948;;
doveso01;Lloyd;Dove;8/16/1945;Brooklyn;USA
downebi01;William;Downey;11/11/1923;;
doyleda01;Daniel;Doyle;2/6/1940;Long Island City;USA
dreilgr01;Gregory;Dreiling;11/7/1963;Wichita;USA
driggna01;Nathan;Driggers;10/12/1973;Chicago;USA
driscte01;Edward;Driscoll;8/28/1947;Winthrop;USA
duckedi01;Richard;Duckett;3/25/1933;;
dudlech02;Christen;Dudley;2/22/1965;Stamford;USA
duffybo01;Robert;Duffy;7/5/1922;;
duffybo02;Robert;Duffy;9/26/1940;Cold Spring;USA
duncaan01;Andrew;Duncan;4/17/1922;;
duncati01;Timothy;Duncan;4/25/1976;St. Croix;ISV
dunlemi01;Michael;Dunleavy;3/21/1954;Brooklyn;USA
dunlemi02;Michael;Dunleavy;9/15/1980;Fort Worth;USA
dunnpa01;Patrick;Dunn;3/17/1931;;
dunntr01;Theodore;Dunn;2/1/1955;Birmingham;USA
durhapa01;Patrick;Durham;3/10/1967;Dallas;USA
durreke01;Kenneth;Durrett;12/8/1948;Pittsburgh;USA
dwanja01;John;Dwan;5/3/1921;;
dykerge01;Eugene;Dyker;2/17/1930;;
eakinji01;James;Eakins;5/24/1946;Sacramento;USA
earleed01;Edwin;Earle;4/28/1927;;
ebbenbi01;William;Ebben;10/7/1935;;
eberhal01;Allen;Eberhard;5/10/1952;Cedar Rapids;USA
eddledi01;Thomas;Eddleman;12/27/1922;Centralia;USA
edelike01;Kenton;Edelin;5/24/1962;Heidelburg;GER
edgech01;Charles;Edge;2/23/1950;Hampraca;USA
edwarbi01;William;Edwards;9/22/1971;Middletown;USA
edwarbl01;Theodore;Edwards;10/31/1965;Washington;USA
edwardo01;Douglas;Edwards;1/21/1971;Miami;USA
eganjo01;John;Egan;1/31/1939;Hartford;USA
ehlerbu01;Edwin;Ehlers;3/10/1923;;
ehlocr01;Joel;Ehlo;8/11/1961;Lubbock;USA
eichhdi01;Richard;Eichhorst;10/21/1933;;
eliasdo01;Donald;Eliason;7/24/1918;Owatonna;USA
ellefra01;Eugene;Ellefson;11/18/1927;Brookings;USA
elliobo01;Robert;Elliott;8/18/1955;Ann Arbor;USA
ellisbo01;Alexander;Ellis;2/11/1936;;
ellisbo02;Maurice;Ellis;8/8/1954;Chicago;USA
ellisjo01;Joseph;Ellis;5/3/1944;Oakland;USA
elmorle01;Leonard;Elmore;3/28/1952;New York;USA
englech01;Christopher;Engler;3/1/1959;Stillwater;USA
engliaj01;Albert;English;7/11/1967;Wilmington;USA
englial01;Alexander;English;1/5/1954;Columbia;USA
englijo01;Stephen;English;2/4/1970;Frankfurt;GER
eppsra01;Raymond;Epps;8/20/1956;Amelia;USA
eriasbo01;Baltico;Erias;7/30/1932;Astoria;USA
evansbi01;William;Evans;3/3/1947;(ht) New Haven;USA
evansbo01;Robert;Evans;5/31/1925;Indianapolis;USA
evansmi01;Michael;Evans;4/19/1955;Goldsboro;USA
evansre01;Reginald;Evans;5/18/1980;Pensacola;USA
fabeljo01;Joseph;Fabel;9/4/1913;;
farbmph01;Philip;Farbman;4/3/1924;;
farledi01;Richard;Farley;4/13/1932;;
farmeji01;James;Farmer;9/23/1964;Dothan;USA
farmemi01;Don;Farmer;9/26/1936;Oklahoma City;USA
farmeto01;Anthony;Farmer;1/3/1970;Los Angeles;USA
faughbo01;Robert;Faught;9/2/1921;;
fedorda01;Samuel;Fedor;12/10/1940;;
feeribo01;Robert;Feerick;1/2/1920;San Francisco;USA
feherbu01;Raymond;Feher;5/19/1954;Flint;USA
feierro01;Ronald;Feiereisel;8/6/1931;;
felixra01;Raymond;Felix;12/10/1930;New York;USA
fendlja01;John;Fendley;6/12/1929;;
fenlewa01;William;Fenley;2/8/1922;;
ferraal01;Albert;Ferrari;7/6/1933;New York;USA
ferriar01;Chariton;Ferrin;7/29/1925;Salt Lake City;USA
ferrybo01;Robert;Ferry;5/31/1937;St. Louis;USA
ferryda01;Daniel;Ferry;10/17/1966;Hyattsville;USA
fieldbo01;Robert;Fields;10/20/1949;;
fieldke01;Kenneth;Fields;2/9/1962;Iowa City;USA
filipro01;Ronald;Filipek;2/5/1944;;
fillmgr01;Gregory;Fillmore;3/7/1947;Philadelphia;USA
finkeha01;Henry;Finkel;4/20/1942;Union City;USA
fisheri01;Richard;Fisher;10/27/1948;;
fishma01;Matthew;Fish;11/18/1969;Washington;USA
fitzgbo01;Robert;Fitzgerald;3/14/1923;Queens;USA
fitzgdi01;Richard;Fitzgerald;11/18/1920;;
fizerma01;Darnell;Fizer;8/10/1978;Detroit;USA
fleisje01;Jerome;Fleishman;2/14/1922;Brooklyn;USA
flemial01;Albert;Fleming;4/5/1954;Chicago;USA
flemied01;Edward;Fleming;7/25/1933;;
floydsl01;Eric;Floyd;3/6/1960;Gastonia;USA
flynnmi01;Michael;Flynn;7/31/1953;Casablanca;MOR
foleyja01;John;Foley;4/19/1939;Worcester;USA
footeje01;Jeffrey;Foote;7/14/1987;Lockwood;USA
fordbo01;Robert;Ford;1/26/1950;;
fordch01;Christopher;Ford;1/11/1949;Atlantic City;USA
forddo01;Donald;Ford;12/31/1952;Santa Barbara;USA
fordsh01;Willard;Ford;8/26/1972;Baton Rouge;USA
fordtj01;Terrance;Ford;3/24/1983;Baytown;USA
formado01;Donald;Forman;1/17/1926;;
fortsda01;Daniel;Fortson;3/27/1976;Philadelphia;USA
fostegr01;Gregory;Foster;10/3/1968;Oakland;USA
fosteje01;Jeffrey;Foster;1/16/1977;San Antonio;USA
fosteji01;James;Foster;12/16/1951;Jersey City;USA
fostero01;Roderick;Foster;10/10/1960;Birmingham;USA
foustla01;Lawrence;Foust;6/24/1928;Painesville;USA
fowleca01;Calvin;Fowler;2/11/1940;Pittsburgh;USA
foxji01;James;Fox;4/7/1943;Atlanta;USA
foxri01;Ulrich;Fox;7/24/1969;Toronto;CAN
frankna01;Nathan;Frankel;11/3/1913;;
frankwi01;William;Franklin;10/19/1949;Norfolk;USA
franzro01;Ronald;Franz;10/20/1945;Kansas City;USA
fraziwa01;Walter;Frazier;3/29/1945;Atlanta;USA
fraziwi01;Wilbert;Frazier;8/24/1942;Minden;USA
fredeji01;James;Fredette;2/25/1989;Glens Falls;USA
freemdo01;Donald;Freeman;7/18/1944;Madison;USA
freemro01;Rodney;Freeman;11/5/1950;;
freijma01;Matthew;Freije;10/2/1981;Overland Park;USA
frienla01;Lawrence;Friend;4/14/1935;Chicago;USA
frinkpa01;Patrick;Frink;2/18/1945;Hutchinson;USA
fritsji01;James;Fritsche;12/10/1931;;
fuetshe01;Herman;Fuetsch;7/6/1918;San Francisco;USA
fulksjo01;Joseph;Fulks;10/26/1921;Birmingham;USA
fulleto01;Anthony;Fuller;9/4/1958;Detroit;USA
gaborbi01;William;Gabor;5/13/1922;;
gadzuda01;Daniel;Gadzuric;8/2/1978;Den Haag;HOL
gainebi01;William;Gaines;3/10/1946;;
gainere01;Clifton;Gaines;1/7/1981;Madison;USA
galemi01;Michael;Gale;7/18/1950;Philadelphia;USA
gambeda01;David;Gambee;4/16/1937;Portland;USA
ganttbo01;Robert;Gantt;6/22/1922;;
gardnch01;Charles;Gardner;9/30/1944;Lincoln;USA
gardnke01;Kenneth;Gardner;9/27/1949;;
gardnve01;Vernon;Gardner;5/14/1925;Afton;USA
garmadi01;Richard;Garmaker;10/29/1932;Hibbing;USA
garnebi01;William;Garner;6/17/1940;East St. Louis;USA
garnebi02;William;Garnett;4/22/1960;Kansas City;USA
garredi01;Eldo;Garrett;1/31/1947;Chicago;USA
garripa01;Patrick;Garrity;8/23/1976;Las Vegas;USA
garrito01;Thomas;Garrick;7/7/1966;West Warwick;USA
garviji01;James;Garvin;2/5/1950;;
gatesfr01;Ben;Gates;4/12/1920;(ht) Huntsville;USA
gattike01;Kenneth;Gattison;5/23/1964;Wilmington;USA
gaydaed01;Edward;Gayda;5/11/1927;;
gearyre01;Reginald;Geary;8/31/1973;Trenton;USA
geigema01;Matthew;Geiger;9/10/1969;Salem;USA
georgja01;John;George;11/13/1928;Swissvale;USA
gerargu01;Daniel;Gerard;7/27/1953;Uniontown;USA
getchgo01;Charles;Getchell;8/14/1920;Abington;USA
gibsoho01;Ward;Gibson;12/5/1921;;
gibsome01;Melvin;Gibson;12/30/1940;Cordova;USA
gibsomi01;Michael;Gibson;10/27/1960;Williamsburg Co.;USA
gillebe01;Benjamin;Gillery;9/19/1965;Detroit;USA
gilliar01;Armen;Gilliam;5/28/1964;Pittsburgh;USA
gilmuch01;Charles;Gilmur;8/13/1922;Seattle;USA
glickno01;Norman;Glick;11/10/1927;;
glovedi01;Micaiah;Glover;10/22/1978;Marietta;USA
gminsmi01;Michael;Gminski;8/3/1959;Monroe;USA
godfrda01;Daniel;Godfread;6/14/1967;Fort Wayne;USA
golato01;Thomas;Gola;1/13/1933;Philadelphia;USA
goldfbe01;Benjamin;Goldfaden;9/6/1913;;
goodedr01;Andrew;Gooden;9/24/1981;Oakland;USA
goodrst01;Steven;Goodrich;3/18/1976;Brussels;BEL
goodwpo01;Wilfred;Goodwin;12/22/1920;;
gordobe01;Benjamin;Gordon;4/4/1983;London;ENG
grabojo01;Joseph;Graboski;1/15/1930;Chicago;USA
grahaca01;Calvin;Graham;6/7/1944;;
grahagr01;Gregory;Graham;11/26/1970;Indianapolis;USA
grahama01;Robert;Graham;2/23/1945;Parrott;USA
grandji01;James;Grandholm;10/4/1960;Elkhart;USA
grantbu01;Harry;Grant;5/20/1927;Superior;USA
grantgr01;Gregory;Grant;8/29/1966;Trenton;USA
grantjo01;Joshua;Grant;8/7/1967;Salt Lake City;USA
gratedo01;Donald;Grate;8/27/1923;Greenfield;USA
gravebu01;Earl;Graves;1/5/1962;Scarsdale;USA
grayed01;Edward;Gray;9/27/1975;Riverside;USA
grayeje01;Jeffrey;Grayer;12/17/1965;Flint;USA
greacbo01;Robert;Greacen;9/15/1947;(ht) Merchantville;USA
greenje01;Gerald;Greenspan;11/22/1941;;
greenjo01;John;Green;12/8/1933;Dayton;USA
greenke01;Kenneth;Green;9/19/1959;Newman;USA
greenke02;Kenneth;Green;10/11/1964;Eustis;USA
greenmi01;Michael;Green;8/6/1951;McComb;USA
greensi01;Sihugo;Green;8/20/1933;New York;USA
greenst01;Steven;Green;10/4/1953;Madison;USA
greerha01;Harold;Greer;6/26/1936;Huntington;USA
grekino01;Norman;Grekin;6/22/1930;;
grigsch01;Charles;Grigsby;8/15/1928;Dayton;USA
grimmde01;William;Grimm;8/3/1974;Peoria;USA
grimswo01;George;Grimshaw;9/24/1919;;ENG
groatdi01;Richard;Groat;11/4/1930;Wilkinsburg;USA
grossbo01;Robert;Gross;8/3/1953;San Pedro;USA
grossmi01;Michael;Grosso;9/7/1947;Raritan;USA
grubadi01;Richard;Grubar;7/26/1947;Schenectady;USA
grunfer01;Ernest;Grunfeld;4/24/1955;Satu-Mare;ROM
guarige01;Eugene;Guarilia;9/13/1937;Duryea;USA
gudmupe01;Karl;Gudmundsson;10/30/1958;Reykjavik;ISL
gueriri01;Richard;Guerin;5/29/1932;New York;USA
guglito01;Thomas;Gugliotta;12/19/1969;Huntington Station;USA
gunthda01;David;Gunther;7/22/1937;;
guokaal01;Albert;Guokas;8/7/1925;;
guokama01;Matthew;Guokas;11/11/1915;Philadelphia;USA
guokama02;Matthew;Guokas;2/25/1944;Philadelphia;USA
guytoaj01;Arthur;Guyton;2/13/1978;Peoria;USA
hackeru01;Rudolph;Hackett;5/10/1953;Mount Vernon;USA
hadnoji01;James;Hadnot;1/15/1940;Jasper;USA
hagancl01;Clifford;Hagan;12/9/1931;Owensboro;USA
haganto01;Thomas;Hagan;1/29/1947;Louisville;USA
hairsal01;Alan;Hairston;12/11/1945;;
hairsha01;Harold;Hairston;5/31/1942;Winston-Salem;USA
halbech01;Charles;Halbert;2/27/1919;;
halbrsw01;Harvey;Halbrook;1/30/1933;Dresden;USA
halebr01;William;Hale;8/30/1918;Medford;USA
hallije01;Jeffrey;Halliburton;7/3/1949;;
hallmi01;Michael;Hall;6/5/1984;Chicago;USA
hamerst01;Stevie;Hamer;11/13/1973;Memphis;USA
hamiljo01;James;Hamilton;7/5/1948;Lexington;USA
hamilta01;Tephen;Hamilton;5/26/1978;Jackson;USA
hamoojo01;Joseph;Hamood;9/7/1943;;
handlbe01;Benjamin;Handlogten;11/12/1973;Grand Rapids;USA
hannual01;Alexander;Hannum;7/19/1923;Los Angeles;USA
hanrado01;Donald;Hanrahan;2/6/1929;Chicago;USA
hansebo01;Robert;Hansen;1/18/1961;Des Moines;USA
hansore01;Reginald;Hanson;10/6/1968;Charlotte;USA
hanzlbi01;William;Hanzlik;12/6/1957;Middletown;USA
haranlu01;Lucas;Harangody;1/2/1988;Decatur;USA
hardati01;Timothy;Hardaway;9/1/1966;Chicago;USA
hardire01;Reginald;Harding;5/4/1942;;
hardnch01;Charles;Hardnett;9/13/1938;Atlanta;USA
harknje01;Jerald;Harkness;5/7/1940;New York;USA
harlisk01;Jules;Harlicka;10/14/1946;Trenton;USA
harpemi01;Michael;Harper;12/9/1957;Chicago;USA
harpero01;Ronald;Harper;1/20/1964;Dayton;USA
harprma01;Matthew;Harpring;5/31/1976;Cincinnati;USA
harrial01;Albert;Harrington;2/17/1980;Los Angeles;USA
harriar01;Arthur;Harris;1/13/1947;Chicago;USA
harribe01;C.;Harris;11/26/1950;Roanoke;USA
harribo01;Robert;Harris;3/16/1927;Linden;USA
harribo02;Robert;Harrison;8/12/1927;;
harrich01;Christopher;Harris;8/11/1933;Southampton;ENG
harriju01;Lorinza;Harrington;10/2/1980;Wagram;USA
harrima01;Corperryale;Harris;9/21/1989;Detroit;USA
harrist01;Steven;Harris;10/15/1963;Kansas City;USA
hassebi01;William;Hassett;10/21/1921;;
hassejo01;Joseph;Hassett;9/11/1955;Providence;USA
hattove01;Walter;Hatton;1/13/1936;Owingsville;USA
hawesst01;Steven;Hawes;5/26/1950;Seattle;USA
hawkico01;Cornelius;Hawkins;7/17/1942;Brooklyn;USA
hawkima01;James;Hawkins;8/3/1924;Huntington;USA
hawkimi01;Steven;Hawkins;10/28/1972;Canton;USA
hawkito01;Thomas;Hawkins;12/22/1936;Chicago;USA
hayesch01;Charles;Hayes;6/11/1983;San Leandro;USA
hayesst01;Steven;Hayes;8/2/1955;American Falls;USA
heddehe01;Herman;Hedderick;1/1/1930;(ht) Erie;USA
heinsto01;Thomas;Heinsohn;8/26/1934;Union City;USA
hemridi01;Ned;Hemric;8/29/1933;Jonesville;USA
hendeda01;David;Henderson;7/21/1964;Henderson;USA
hendege01;Jerome;Henderson;1/16/1956;Richmond;USA
hendejr01;Milton;Henderson;10/30/1976;Bakersfield;USA
hendeto01;Thomas;Henderson;1/26/1952;Newberry;USA
hennela01;Lawrence;Hennessy;5/20/1929;New Rochelle;USA
henrido01;Donald;Henriksen;10/10/1929;;
henryal01;Albert;Henry;2/9/1949;;
henrybi01;William;Henry;12/27/1924;Dallas;USA
henrysk01;Herman;Henry;12/8/1967;Dallas;USA
hensost01;Steven;Henson;2/2/1968;Junction City;USA
hentzch01;Charles;Hentz;9/13/1947;;
hermabi01;William;Herman;5/17/1924;;
hermskl01;Clarence;Hermsen;3/12/1923;Hill City;USA
hertzso01;Sidney;Hertzberg;7/29/1922;Brooklyn;USA
hewitbi01;William;Hewitt;8/8/1944;Cambridge;USA
hewsoja01;John;Hewson;9/7/1924;(ht) Waldwick;USA
heymaar01;Arthur;Heyman;6/24/1941;New York;USA
hickena01;Matthew;Hickey;1/30/1902;;
hicksph01;Phillip;Hicks;1/31/1953;Chicago;USA
higgibi01;William;Higgins;12/15/1952;Toledo;USA
higgico01;Courdon;Higgins;6/14/1989;Danville;USA
higgiea01;Earle;Higgins;12/30/1946;;
higgimi01;Michael;Higgins;2/17/1967;Grand Island;USA
higgiro01;Roderick;Higgins;1/31/1960;Monroe;USA
higgske01;Kenneth;Higgs;1/31/1955;Owensboro;USA
hillhar01;Arthur;Hillhouse;6/12/1916;;
hirscme01;Melvin;Hirsch;7/31/1921;;
hitchle01;Lewis;Hitch;7/16/1929;Griggsville;USA
hoefech01;Adolph;Hoefer;7/12/1917;;
hogsebo01;Robert;Hogsett;1/29/1941;;
hoguedu01;Paul;Hogue;4/28/1940;Knoxville;USA
hoibefr01;Fredrick;Hoiberg;10/15/1972;Lincoln;USA
hollabr01;John;Holland;12/6/1956;Billings;USA
hollajo01;Joseph;Holland;9/26/1925;;
holmade01;Dennis;Holman;10/8/1945;;
holstji01;James;Holstein;9/24/1930;;
holtaw01;Alvin;Holt;8/26/1946;;
holubdi01;Richard;Holub;10/29/1921;Racine;USA
holupjo01;Joseph;Holup;2/26/1934;(ht) Swoyersville;USA
holzmre01;William;Holzman;8/10/1920;Brooklyn;USA
hoopebo01;Bobby;Hooper;12/22/1946;Lee's Creek;USA
hooveto01;Thomas;Hoover;1/23/1941;Washington;USA
hopkibo01;Robert;Hopkins;11/3/1934;Jonesboro;USA
hoppeda01;David;Hoppen;3/13/1964;Omaha;USA
horanjo01;John;Horan;11/24/1932;;
horfoti01;Alfredo;Horford;1/19/1966;LaRomana;DOM
hornaje01;Jeffrey;Hornacek;5/3/1963;Elmhurst;USA
hornro01;Ronnie;Horn;5/24/1938;Marion;USA
hortoed01;Edward;Horton;12/17/1967;Springfield;USA
hoskebi01;Wilmer;Hosket;12/20/1946;Dayton;USA
houbrbo01;Robert;Houbregs;3/12/1932;Vancouver;CAN
houseed01;Edward;House;5/14/1978;Berkeley;USA
howargr01;Gregory;Howard;1/8/1948;Pittsburgh;USA
howarjo01;Joshua;Howard;4/28/1980;Winston-Salem;USA
howarmo01;Maurice;Howard;8/25/1954;Philadelphia;USA
howarot01;Willie;Howard;11/5/1956;Oak Ridge;USA
hubbabo01;Robert;Hubbard;12/27/1922;;
hubbaph01;Philip;Hubbard;12/13/1956;Canton;USA
hudsolo01;Louis;Hudson;7/11/1944;Greensboro;USA
humphja01;John;Humphries;10/17/1962;Los Angeles;USA
hundlro01;Rodney;Hundley;10/26/1934;Charleston;USA
huntele01;Leslie;Hunter;8/16/1942;Nashville;USA
hurlebo01;Robert;Hurley;6/28/1971;Jersey City;USA
hustoge01;Geoffrey;Huston;11/8/1957;Brooklyn;USA
hutchme01;Melvin;Hutchins;11/22/1928;Sacramento;USA
huttojo01;Joseph;Hutton;10/6/1928;Excelsior;USA
hydergr01;Gregory;Hyder;6/21/1948;;
iavarma01;Marcus;Iavaroni;9/15/1956;Jamaica;USA
ingelto01;Thomas;Ingelsby;2/12/1951;Philadelphia;USA
ingramc01;Joel;Ingram;8/31/1931;;
inniger01;Ervin;Inniger;1/16/1945;Berne;USA
isselda01;Daniel;Issel;10/25/1948;Batavia;USA
iuzzomi01;Michael;Iuzzolino;1/22/1968;Altoona;USA
jacksal01;Alvin;Jackson;7/29/1943;Cleveland;USA
jacksgr01;Gregory;Jackson;8/2/1952;Brooklyn;USA
jacksji01;James;Jackson;10/14/1970;Toledo;USA
jackslu01;Lucious;Jackson;10/31/1941;San Marcos;USA
jacksme01;Mervin;Jackson;8/15/1946;Savannah;USA
jacksmi01;Michael;Jackson;7/31/1949;Washington;USA
jacksph01;Philip;Jackson;9/17/1945;Deer Lodge;USA
jacksto02;Anthony;Jackson;1/17/1958;Lexington;USA
jacobfr01;Winfred;Jacobs;12/2/1922;(ht) Fountain;USA
jacobsa01;Samuel;Jacobson;7/22/1975;Cottage Grove;USA
jamerda01;John;Jamerson;8/13/1967;Clarksburg;USA
jamesbi01;Mack;James;2/11/1950;;
jamesge01;Harold;James;2/15/1925;Ironton;USA
jamesmi01;Michael;James;6/23/1975;Amityville;USA
janotho01;Howard;Janotta;10/19/1924;;
jarviji01;James;Jarvis;3/3/1943;Roseburg;USA
jeannbu01;Harry;Jeannette;9/15/1917;New Kensington;USA
jeffech01;Christopher;Jefferies;2/13/1980;Fresno;USA
jepsele01;Leslie;Jepsen;6/24/1967;Bowbells;USA
jeterha01;Harold;Jeter;5/17/1945;Aliquippa;USA
johnsan01;Andrew;Johnson;11/8/1932;Kalamazoo;USA
johnsar01;Arnitz;Johnson;5/17/1920;Gonvick;USA
johnsbu01;Alfonso;Johnson;1/3/1964;Birmingham;USA
johnsch02;Lynbert;Johnson;9/7/1957;New York;USA
johnscl02;Clayton;Johnson;7/18/1956;Yazoo City;USA
johnsed02;Edward;Johnson;2/24/1955;Ocala;USA
johnsed03;Edward;Johnson;5/1/1959;Chicago;USA
johnsfr01;Franklin;Johnson;11/23/1958;Weirsdale;USA
johnsji01;James;Johnstone;9/20/1960;New Canaan;USA
johnske01;Kenneth;Johnson;11/7/1962;Tuskegee;USA
johnske03;Kenyatta;Johnson;2/1/1978;Detroit;USA
johnsmi01;Wallace;Johnson;8/31/1952;Chicago;USA
johnsne01;Donald;Johnston;2/4/1929;Chillicothe;USA
johnsra01;David;Johnson;12/6/1921;;
johnsre01;Reginald;Johnson;6/25/1957;Atlanta;USA
johnsri01;Richard;Johnson;12/18/1946;New Orleans;USA
johnsro01;Ronald;Johnson;7/20/1938;;
johnsst01;Stewart;Johnson;8/19/1944;Clairton;USA
johnsst03;Clarence;Johnson;11/3/1957;Akron;USA
johnsvi01;Vincent;Johnson;9/1/1956;Brooklyn;USA
jolliho01;Howard;Jolliff;7/20/1938;;
jonesbi01;Clarence;Jones;3/18/1966;Detroit;USA
jonesbo01;Robert;Jones;12/18/1951;Charlotte;USA
jonesco01;J.;Jones;7/3/1949;Washington;USA
jonesdo01;Dontae';Jones;6/2/1975;Nashville;USA
jonesfr01;Frederick;Jones;3/11/1979;Malvern;USA
joneshu01;Willie;Jones;9/1/1959;Buffalo;USA
jonesja01;Jacob;Jones;5/9/1949;;
jonesji01;James;Jones;1/1/1945;Tallulah;USA
jonesjo01;John;Jones;3/12/1943;Washington;USA
jonesla01;Walter;Jones;9/22/1942;Columbus;USA
jonesni01;Ryan;Jones;3/28/1945;;
jonespo01;Ronald;Jones;6/17/1970;Dresden;USA
jonesri01;Richard;Jones;12/27/1946;Memphis;USA
jonessa01;Samuel;Jones;6/24/1933;Wilmington;USA
jonesst01;Stephen;Jones;10/17/1942;Alexandria;USA
joneswa01;Wallace;Jones;7/14/1926;Harlan;USA
joneswi01;William;Jones;6/29/1936;;
joneswi02;Wilbert;Jones;2/27/1947;McGehee;USA
jordaed01;Edward;Jordan;1/29/1955;Washington;USA
jordare01;Reginald;Jordan;1/26/1968;Chicago;USA
jordoph01;Philip;Jordon;9/12/1933;Lakeport;USA
jorgejo01;John;Jorgensen;12/28/1921;Chicago;USA
judkije01;Jeffrey;Judkins;3/23/1956;Salt Lake City;USA
kachawh01;Edwin;Kachan;9/15/1925;Chicago;USA
kalafed01;Edward;Kalafat;10/13/1932;;
kamanch01;Christopher;Kaman;4/28/1982;Grand Rapids;USA
kappeto01;Anthony;Kappen;4/13/1919;;
kasided01;Edward;Kasid;8/13/1923;;
kauffbo01;Robert;Kauffman;7/13/1946;Brooklyn;USA
kearnmi01;Michael;Kearns;6/18/1929;;
kearnto01;Thomas;Kearns;10/6/1936;New York;USA
kellebi01;William;Keller;8/30/1947;Indianapolis;USA
kelleri01;Richard;Kelley;3/23/1953;San Mateo;USA
kellyje01;Gerard;Kelly;6/14/1918;;
kellyto01;Thomas;Kelly;3/5/1924;New  York;USA
kelsegr01;Gregory;Kelser;9/17/1957;Panama City;USA
kemptti01;Timothy;Kempton;1/25/1964;Jamaica;USA
kenned_01;David;Kennedy;11/5/1989;Pittsburgh;USA
kennego01;Eugene;Kennedy;8/23/1949;Charlotte;USA
kennejo01;Joseph;Kennedy;1/12/1947;;
kennepi01;William;Kennedy;5/17/1938;Philadelphia;USA
kenvibi01;William;Kenville;12/1/1930;Elmhurst;USA
kerrija01;John;Kerris;1/30/1925;;
kerrst01;Stephen;Kerr;9/27/1965;Beirut;LIB
kerwito01;Thomas;Kerwin;7/7/1944;;
kiffiir01;Irvin;Kiffin;8/8/1951;New York;USA
kileyja01;John;Kiley;1/5/1929;;
killuea01;Earnest;Killum;6/11/1948;;
kimbato01;Thomas;Kimball;9/7/1942;Framingham;USA
kimblbo01;Gregory;Kimble;4/9/1966;Philadelphia;USA
kimbrst01;Stanley;Kimbrough;4/24/1966;Tuscaloosa;USA
kinchch01;Chadwick;Kinch;5/22/1958;Perth Amboy;USA
kingch01;Christopher;King;7/24/1969;Newton Grove;USA
kingda01;Daniel;King;1/7/1931;Paris;USA
kingji01;James;King;2/7/1941;Tulsa;USA
kingma01;Maurice;King;3/12/1935;Kansas City;USA
kingre01;Reginald;King;2/14/1957;Birmingham;USA
kingri01;Richard;King;4/4/1969;Lincoln;USA
kingst01;Ronald;King;1/29/1967;Lawton;USA
kingto01;Thomas;King;3/9/1924;;
kinnebo01;Robert;Kinney;9/16/1920;Fort Scott;USA
kirkwa01;Walton;Kirk;9/3/1924;Mount Vernon;USA
kissaji01;James;Kissane;8/17/1946;New Hyde Park;USA
kistldo01;Douglas;Kistler;3/21/1938;Wayne;USA
kitegr01;Gregory;Kite;8/5/1961;Houston;USA
kleinjo01;Joseph;Kleine;1/4/1962;Colorado Springs;USA
klotzhe01;Louis;Klotz;10/21/1921;Philadelphia;USA
knighbi01;William;Knight;6/9/1952;Braddock;USA
knighro01;Ronald;Knight;8/4/1947;;
knorele01;Leonard;Knorek;7/15/1921;Rossford;USA
knostdi01;Richard;Knostman;8/9/1931;Wamego;USA
knowlro01;William;Knowles;2/27/1946;Washington;USA
komenmi01;Milan;Komenich;6/22/1920;;
kondlto01;Thomas;Kondla;11/30/1946;Brookfield;USA
koperbu01;Herbert;Koper;8/9/1942;Rocky;USA
kopicjo01;Joseph;Kopicki;6/12/1960;Warren;USA
kornefr01;Francis;Kornet;1/27/1967;Lexington;USA
koskito01;Anthony;Koski;6/26/1946;(ht) Worcester;USA
kosmale01;Leonard;Kosmalski;11/29/1951;Cleveland;USA
kostean01;Andrew;Kostecka;2/10/1921;Newark;USA
kozelto01;Thomas;Kozelko;7/1/1951;Traverse City;USA
kozliro01;Ronald;Kozlicki;12/12/1944;Chicago;USA
kramest01;Steven;Kramer;1/1/1945;Sandy;USA
krausda01;Daniel;Kraus;2/13/1923;;
krauthe01;Herbert;Krautblatt;11/19/1926;;
krebsji01;James;Krebs;9/8/1935;Webster Groves;USA
kroppto01;Thomas;Kropp;2/12/1953;Grand Island;USA
kuberst01;Stephen;Kuberski;11/6/1947;Moline;USA
kukara01;Raphael;Kuka;2/17/1922;Havre;USA
kupchmi01;Mitchell;Kupchak;5/24/1954;Hicksville;USA
kupeccj01;Charles;Kupec;1/16/1953;Oak Lawn;USA
laceysa01;Samuel;Lacey;3/28/1948;Indianaola;USA
lackebo01;Robert;Lackey;4/4/1949;Evanston;USA
lagarto01;Thomas;LaGarde;2/10/1955;Detroit;USA
laimbbi01;William;Laimbeer;5/19/1957;Boston;USA
lalicpe01;Peter;Lalich;6/23/1920;Lorain;USA
lamarbo01;Dwight;Lamar;4/7/1951;Columbus;USA
lampje01;Jeffrey;Lamp;3/9/1959;Minneapolis;USA
lamplji01;Jimmy;Lampley;7/2/1960;Harrisburg;USA
langhda01;Daniel;Langhi;11/28/1977;Chicago;USA
laniebo01;Robert;Lanier;9/10/1948;Buffalo;USA
lantzst01;Stuart;Lantz;7/13/1946;Uniontown;USA
larusru01;Rudolph;LaRusso;11/11/1937;Brooklyn;USA
lattida01;David;Lattin;12/23/1943;Houston;USA
laureri01;Richard;Laurel;7/11/1954;Philadelphia;USA
lautewa01;Walter;Lautenbach;11/17/1922;New Holstein;USA
lavelto01;Anthony;Lavelli;7/11/1926;Somerville;USA
lavoybo01;Robert;Lavoy;6/29/1926;Aurora;USA
